User_ID,Gender,Age,Location,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Points_Rank,Last_login,Member_since,Number_of_Comments_in_public_forum,Time_spent_chating_H:M,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Profile_pictures,Friends_ID_list,Risk
11013,male,"39,9",J,Non_Verified,bicurious,Submisive,Men_and_Women,15,before_776_days,7.10.2012,0,00:28,1,0,0,,unknown_risk
11019,male,"41,3",E,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1665_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
1102,male,"42,8",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_3_days,11.6.2010,0,00:20,0,0,0,,unknown_risk
11020,male,"26,2",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1665_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11025,male,"23,5",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_181_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11027,male,"31,9",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1082_days,7.10.2012,0,00:00,1,0,0,,unknown_risk
11033,male,"39,8",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1662_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11034,male,49,E,Non_Verified,bisexual,Submisive,Nobody,0,before_1665_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11035,male,"26,8",B,Non_Verified,Heterosexual,Dominant,Women,0,before_1620_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11037,male,"27,3",B,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,15,before_10_days,7.10.2012,0,01:56,0,0,0,,unknown_risk
11038,male,"22,7",N,Non_Verified,Heterosexual,Submisive,Women,15,before_27_days,7.10.2012,0,00:16,0,0,0,,unknown_risk
11041,female,"34,5",A,Non_Verified,Homosexual,Dominant,Nobody,0,before_1628_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11042,male,34,B,Non_Verified,Heterosexual,Dominant,Women,0,before_1319_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11043,male,"27,3",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_1665_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11045,female,"40,4",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1337_days,7.10.2012,0,00:02,0,0,0,,unknown_risk
11046,male,"35,8",D,Non_Verified,bisexual,Submisive,Nobody,0,before_1665_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11047,female,"29,6",H,Non_Verified,Heterosexual,Dominant,Men_and_Women,65,before_108_days,7.10.2012,54,03:43,0,2,1,"2,081,114,944",unknown_risk
11048,male,"43,4",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1618_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11050,male,"24,9",A,Non_Verified,Heterosexual,Dominant,Nobody,106,before_1_days,7.10.2012,6,309:18:00,0,5,1,"2,936,230,977,226,390,000,000,000,000,000,000,000,000",unknown_risk
11051,male,"32,4",A,Non_Verified,Homosexual,Switch,Nobody,0,before_1631_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11053,male,"29,3",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1665_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11056,male,"59,2",A,Non_Verified,Heterosexual,Submisive,Men_and_Women,15,before_16_days,7.10.2012,0,00:04,0,0,0,,unknown_risk
11057,male,"30,5",C,Non_Verified,Heterosexual,Submisive,Men_and_Women,11,before_33_days,7.10.2012,14,00:08,0,0,0,,unknown_risk
11058,male,"38,1",M,Non_Verified,Homosexual,Dominant,Nobody_but_maybe,15,before_6_days,7.10.2012,0,00:02,0,0,0,"1,331,224,004",unknown_risk
11060,male,"28,6",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_266_days,7.10.2012,0,00:02,0,0,0,,unknown_risk
11061,male,"48,4",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1547_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11062,male,"47,6",A,Non_Verified,Heterosexual,Dominant,Women,0,before_1662_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11063,male,"40,4",S,Non_Verified,Heterosexual,Submisive,Nobody,15,before_1637_days,7.10.2012,0,00:00,0,0,0,,unknown_risk
11064,female,"27,5",A,Non_Verified,Heterosexual,Submisive,Nobody,24,before_727_days,8.10.2012,70,00:00,0,0,0,,unknown_risk
11065,female,"38,3",B,Non_Verified,bicurious,Submisive,Nobody,15,before_325_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11068,male,"41,6",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1664_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11069,male,"39,6",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1664_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11070,male,"39,6",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1664_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11071,male,"31,3",L,Non_Verified,Heterosexual,Dominant,Women,1,before_73_days,8.10.2012,6,00:02,0,0,0,"428,833,557",unknown_risk
11073,male,"41,1",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1664_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11076,female,47,A,Non_Verified,Heterosexual,Submisive,Nobody,15,before_556_days,8.10.2012,0,00:09,0,0,0,"145,620,590",unknown_risk
11078,male,"37,3",G,Non_Verified,Heterosexual,Switch,Women,21,before_1_days,8.10.2012,6,60:09:00,0,0,0,,unknown_risk
11079,male,"43,5",S,Non_Verified,bisexual,Dominant,Men_and_Women,15,before_328_days,8.10.2012,0,00:00,0,0,0,6732,unknown_risk
1108,male,"44,3",G,Non_Verified,bisexual,Submisive,Nobody,15,before_3_days,11.6.2010,0,00:00,0,0,0,,unknown_risk
11080,male,58,O,Non_Verified,Heterosexual,Switch,Nobody,0,before_435_days,8.10.2012,0,00:01,1,0,0,,unknown_risk
11081,male,"36,5",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1664_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11082,female,"27,1",B,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,0,before_694_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11084,male,"31,9",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_623_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11085,male,"34,8",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1662_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11086,male,29,A,Non_Verified,Homosexual,Submisive,Nobody,0,before_1664_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11087,male,"32,8",A,Non_Verified,Heterosexual,Dominant,Women,0,before_1357_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11090,male,"29,3",B,Non_Verified,Heterosexual,Dominant,Women,15,before_1423_days,8.10.2012,0,00:00,0,0,1,,unknown_risk
11091,male,"29,4",B,Non_Verified,Heterosexual,Switch,Women,0,before_1661_days,8.10.2012,0,00:05,0,0,0,,unknown_risk
11093,female,"29,6",G,Non_Verified,Heterosexual,Submisive,Nobody,15,before_1664_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11094,male,"35,1",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1330_days,8.10.2012,0,00:00,1,0,0,,unknown_risk
11095,female,"35,4",E,Non_Verified,bisexual,Submisive,Nobody,0,before_1664_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11096,male,"34,9",O,Non_Verified,bicurious,Switch,Women,112,before_12_days,8.10.2012,37,24:07:00,0,0,12,21357,unknown_risk
11097,female,33,L,Non_Verified,Heterosexual,Submisive,Nobody,15,before_1512_days,8.10.2012,0,00:00,0,0,0,,unknown_risk
11098,male,"42,3",B,Non_Verified,Heterosexual,Dominant,Women,0,before_139_days,8.10.2012,0,00:04,0,0,0,,unknown_risk
11100,male,"29,3",D,Non_Verified,Heterosexual,Switch,Women,35,before_589_days,9.10.2012,0,00:10,0,0,4,,unknown_risk
11106,male,"41,7",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_680_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11107,male,"30,4",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1641_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11109,male,"50,6",D,Non_Verified,Heterosexual,Dominant,,0,before_13_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11110,male,"42,4",S,Non_Verified,bisexual,Dominant,Nobody,0,before_1663_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11111,male,"41,3",G,Non_Verified,Heterosexual,Submisive,Women,30,before_1465_days,9.10.2012,0,00:00,1,0,0,,unknown_risk
11113,male,25,B,Non_Verified,Heterosexual,Submisive,Nobody,16,before_1_days,9.10.2012,1,02:13,0,0,0,,unknown_risk
11114,male,"26,5",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_475_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11116,female,"46,3",A,Non_Verified,bisexual,Submisive,Nobody,0,before_8_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11117,male,"47,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_943_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11118,male,"35,1",H,Non_Verified,Homosexual,Switch,Nobody,0,before_1662_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11119,male,"37,2",M,Non_Verified,Heterosexual,Dominant,Nobody,0,before_439_days,9.10.2012,0,00:03,0,0,0,,unknown_risk
11120,female,"51,2",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_101_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11121,male,"49,4",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1663_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11122,male,"32,9",B,Non_Verified,Heterosexual,Dominant,Women,15,before_18_days,9.10.2012,0,00:17,0,0,0,,unknown_risk
11123,female,"47,7",J,Verified,bicurious,Dominant,Nobody_but_maybe,175,before_41_days,9.10.2012,0,00:00,0,0,12,"111,393,758,115,701",unknown_risk
11124,male,"53,7",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1663_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11125,male,"26,3",G,Non_Verified,Homosexual,Switch,Nobody,0,before_1_days,9.10.2012,0,00:00,1,0,0,,unknown_risk
11126,male,53,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1610_days,9.10.2012,0,00:00,0,0,0,,unknown_risk
11128,male,"36,2",H,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1662_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
1113,male,"37,4",E,Non_Verified,Heterosexual,Submisive,Nobody,15,before_5_days,13.6.2010,0,00:00,0,0,0,,unknown_risk
11130,male,"61,6",A,Non_Verified,Heterosexual,Dominant,Women,0,before_1535_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
11131,male,"36,8",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1662_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
11133,male,53,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_45_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
11134,male,"31,3",E,Non_Verified,Heterosexual,Switch,Nobody,0,before_1534_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
11135,male,"34,8",M,Non_Verified,Heterosexual,Submisive,Women,15,before_1307_days,10.10.2012,0,00:00,1,0,0,,unknown_risk
11136,female,"43,3",A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,1,before_905_days,10.10.2012,2,00:00,1,0,1,,unknown_risk
11137,male,"24,9",H,Non_Verified,Heterosexual,Submisive,Nobody,0,before_520_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
11138,male,"29,9",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1313_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
11139,male,"37,5",J,Verified,bicurious,Submisive,Men_and_Women,119,before_28_days,10.10.2012,9,00:05,0,0,9,11123,unknown_risk
1114,male,"44,8",A,Non_Verified,Homosexual,Dominant,Men,0,before_3_days,13.6.2010,0,00:00,3,0,0,23565,unknown_risk
11140,male,"43,1",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_136_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
11141,male,"27,5",A,Non_Verified,bisexual,Submisive,Nobody,0,before_1662_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
11146,female,"35,2",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1469_days,10.10.2012,0,01:07,0,0,0,,unknown_risk
11147,male,"29,4",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_221_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
11148,male,"32,7",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1565_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
11150,female,"28,9",G,Non_Verified,bisexual,Switch,Nobody,0,before_1662_days,10.10.2012,0,00:00,0,0,0,,unknown_risk
11151,female,"49,8",G,Non_Verified,Heterosexual,Switch,Men,0,before_1637_days,11.10.2012,0,00:00,1,0,0,,unknown_risk
11153,male,"44,1",L,Non_Verified,Heterosexual,Dominant,Women,0,before_1661_days,11.10.2012,0,00:00,0,0,0,,unknown_risk
11154,male,"40,8",G,Non_Verified,Heterosexual,Dominant,Women,5,before_1_days,11.10.2012,0,00:00,0,0,1,,unknown_risk
11155,male,33,H,Non_Verified,Heterosexual,Dominant,Women,0,before_1100_days,11.10.2012,0,00:00,0,0,0,,unknown_risk
11156,male,"22,8",C,Non_Verified,Heterosexual,Switch,Nobody,0,before_29_days,11.10.2012,0,00:01,0,0,0,,unknown_risk
11157,male,38,G,Non_Verified,bisexual,Submisive,Men_and_Women,0,before_237_days,11.10.2012,0,00:00,0,0,0,,unknown_risk
11158,male,"28,7",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1661_days,11.10.2012,0,00:00,0,0,0,,unknown_risk
11160,male,"60,3",A,Non_Verified,bisexual,Switch,Nobody,0,before_1656_days,11.10.2012,0,00:30,0,0,0,,unknown_risk
11161,male,"41,3",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_1661_days,11.10.2012,0,00:00,0,0,0,,unknown_risk
11162,male,"26,2",K,Non_Verified,bisexual,Switch,Men_and_Women,19,before_32_days,11.10.2012,4,03:57,0,1,0,"246,322,697,126,502",unknown_risk
11163,female,"44,9",O,Non_Verified,bisexual,Submisive,Nobody,0,before_1661_days,11.10.2012,0,00:00,0,0,0,,unknown_risk
11164,male,29,A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1610_days,11.10.2012,0,00:00,0,0,0,,unknown_risk
11165,male,"25,8",O,Non_Verified,bicurious,Submisive,Nobody,20,before_39_days,11.10.2012,0,00:00,0,0,1,,unknown_risk
11166,male,34,A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1658_days,11.10.2012,0,00:00,0,0,0,,unknown_risk
11169,male,"50,7",M,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1660_days,12.10.2012,0,00:00,0,0,0,,unknown_risk
1117,male,"37,1",G,Non_Verified,Heterosexual,Dominant,Nobody,15,before_2071_days,13.6.2010,0,00:00,0,0,0,,unknown_risk
11170,male,"36,1",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1660_days,12.10.2012,0,00:00,1,0,0,,unknown_risk
11171,male,"39,2",A,Non_Verified,Heterosexual,Submisive,Women,15,before_225_days,12.10.2012,0,00:00,0,0,0,,unknown_risk
11173,male,"43,6",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_304_days,12.10.2012,0,00:00,0,0,0,,unknown_risk
11175,male,"52,8",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_411_days,12.10.2012,0,00:01,0,0,0,,unknown_risk
11176,male,"29,5",H,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1660_days,12.10.2012,0,00:00,0,0,0,,unknown_risk
11177,male,"30,3",N,Non_Verified,bicurious,Dominant,Women,37,before_558_days,12.10.2012,16,00:03,0,0,0,,unknown_risk
11178,male,31,A,Non_Verified,Heterosexual,Dominant,Women,0,before_1654_days,12.10.2012,0,00:00,0,0,0,,unknown_risk
11179,female,"31,3",A,Non_Verified,bisexual,Submisive,Nobody,15,before_639_days,12.10.2012,0,00:00,0,0,0,,unknown_risk
11181,male,56,E,Non_Verified,bisexual,Switch,Nobody,26,before_18_days,12.10.2012,11,00:04,0,0,0,,unknown_risk
11182,female,"39,3",B,Non_Verified,bisexual,Switch,Nobody,0,before_1156_days,12.10.2012,0,01:24,0,0,0,,unknown_risk
11185,female,"39,3",A,Non_Verified,Heterosexual,Switch,Nobody,55,before_1478_days,12.10.2012,55,00:40,0,0,0,,unknown_risk
11186,female,"29,5",N,Non_Verified,bicurious,Submisive,Nobody,0,before_1660_days,12.10.2012,0,00:00,0,0,0,,unknown_risk
11187,male,"48,6",K,Non_Verified,Heterosexual,Switch,Women,0,before_1197_days,12.10.2012,0,00:00,0,0,0,,unknown_risk
11189,male,"31,8",N,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,73,before_57_days,12.10.2012,72,00:03,1,0,0,,unknown_risk
11190,male,"29,6",A,Non_Verified,bicurious,Switch,Women,3,before_14_days,12.10.2012,4,00:00,1,0,0,,unknown_risk
11191,male,"43,7",M,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1660_days,12.10.2012,0,00:00,0,0,0,,unknown_risk
11197,male,"41,4",A,Non_Verified,bisexual,Submisive,Nobody,0,before_1373_days,12.10.2012,0,00:00,0,0,0,,unknown_risk
11198,female,"40,6",B,Non_Verified,Heterosexual,Submisive,Nobody,15,before_1149_days,13.10.2012,0,00:00,0,0,0,10242,unknown_risk
11199,male,"28,6",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1546_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
112,male,38,L,Non_Verified,Heterosexual,Switch,Women,0,before_6_days,12.11.2009,0,01:56,0,0,0,,unknown_risk
11201,male,"26,7",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1659_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11203,male,"42,4",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1659_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11206,female,"40,3",L,Non_Verified,bisexual,Dominant,Women,35,before_1296_days,13.10.2012,5,00:02,0,0,0,,unknown_risk
11207,female,"20,9",G,Non_Verified,bisexual,Submisive,Nobody,0,before_255_days,13.10.2012,0,01:12,0,0,0,4140,unknown_risk
11208,male,"22,3",E,Non_Verified,bicurious,Switch,Men_and_Women,0,before_1583_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11212,male,"22,3",J,Non_Verified,bisexual,Switch,Men_and_Women,15,before_38_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11213,male,"36,7",N,Non_Verified,Heterosexual,Submisive,Women,0,before_1625_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11214,male,"31,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1659_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11215,male,"49,4",L,Non_Verified,Heterosexual,Submisive,Nobody,15,before_1052_days,13.10.2012,0,00:00,1,0,0,,unknown_risk
11216,male,"35,6",A,Non_Verified,Homosexual,Submisive,Nobody,15,before_1303_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11217,male,"23,8",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1654_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11218,male,"40,5",B,Non_Verified,bisexual,Switch,Nobody,15,before_1204_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11219,male,"52,1",A,Non_Verified,Heterosexual,Dominant,Women,0,before_100_days,13.10.2012,0,00:01,2,0,0,,unknown_risk
1122,male,"29,5",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2085_days,15.6.2010,0,00:00,0,0,0,,unknown_risk
11222,male,"31,7",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_1144_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11225,male,"26,2",A,Non_Verified,Homosexual,Dominant,Nobody,0,before_1659_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11227,male,"46,7",E,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1599_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11229,male,"55,2",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1657_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
1123,male,"34,4",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2363_days,15.6.2010,0,00:00,0,0,0,,unknown_risk
11230,male,38,C,Non_Verified,Heterosexual,Dominant,Women,0,before_1585_days,13.10.2012,0,00:02,0,0,0,,unknown_risk
11233,female,"36,6",A,Non_Verified,bisexual,Submisive,Men,45,before_984_days,13.10.2012,0,02:06,0,0,6,"165,853,281,931,323,000",unknown_risk
11234,female,34,G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1659_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11235,male,"30,8",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1480_days,13.10.2012,0,00:00,0,0,0,,unknown_risk
11236,male,"27,7",M,Non_Verified,Heterosexual,Submisive,Nobody,0,before_809_days,14.10.2012,0,00:00,1,0,0,,unknown_risk
11238,male,"34,5",C,Verified,Heterosexual,Switch,Women,120,before_3_days,14.10.2012,31,00:50,0,0,10,11476,unknown_risk
11240,male,"55,6",K,Non_Verified,Heterosexual,Switch,Women,0,before_1_days,14.10.2012,0,11:18,0,0,0,11304,unknown_risk
11240,male,"55,6",K,Non_Verified,Heterosexual,Switch,Women,0,before_1_days,14.10.2012,0,11:18,0,0,0,11304,unknown_risk
11242,male,"37,9",A,Verified,Heterosexual,Dominant,Men_and_Women,150,before_3_days,14.10.2012,0,00:00,0,0,0,3299,unknown_risk
11245,male,"49,2",L,Non_Verified,Heterosexual,Dominant,Women,0,before_3_days,14.10.2012,0,00:00,1,0,0,,unknown_risk
11246,male,"41,2",J,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,0,before_6_days,14.10.2012,0,00:09,0,0,0,,unknown_risk
11247,male,"47,3",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1658_days,14.10.2012,0,00:00,0,0,0,,unknown_risk
11248,male,"24,7",S,Non_Verified,Heterosexual,Switch,Women,30,before_1_days,14.10.2012,0,00:00,1,0,0,,unknown_risk
1125,male,"36,8",B,Non_Verified,Heterosexual,Dominant,Women,15,before_50_days,17.6.2010,0,00:28,0,0,0,,unknown_risk
11250,female,"52,3",A,Non_Verified,Heterosexual,Dominant,Men_and_Women,5,before_3_days,14.10.2012,13,00:17,3,1,0,38016,unknown_risk
11253,female,"33,4",M,Non_Verified,Homosexual,Dominant,Nobody,0,before_1631_days,14.10.2012,0,00:00,0,0,0,,unknown_risk
11254,male,38,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1658_days,14.10.2012,0,00:00,0,0,0,,unknown_risk
11255,male,"35,2",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1657_days,14.10.2012,0,00:00,0,0,0,,unknown_risk
11256,male,"37,7",A,Non_Verified,Heterosexual,Submisive,Nobody,15,before_1380_days,14.10.2012,0,01:49,0,0,0,,unknown_risk
11257,male,"44,2",K,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1226_days,14.10.2012,0,00:00,2,0,0,,unknown_risk
11258,male,"40,5",A,Non_Verified,Heterosexual,Submisive,Nobody,15,before_1502_days,14.10.2012,0,00:00,0,0,0,,unknown_risk
11259,male,"47,4",E,Verified,bisexual,Submisive,Nobody_but_maybe,75,before_950_days,14.10.2012,1,01:26,0,0,0,,unknown_risk
11260,male,40,L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1529_days,14.10.2012,0,00:00,0,0,0,,unknown_risk
11263,male,"45,3",A,Non_Verified,bisexual,Submisive,Nobody,0,before_1654_days,15.10.2012,0,00:02,0,0,0,,unknown_risk
11266,male,"43,7",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_729_days,15.10.2012,0,00:00,2,0,0,,unknown_risk
11270,male,"30,5",B,Non_Verified,Heterosexual,Dominant,Women,15,before_9_days,15.10.2012,0,00:00,1,0,0,36331,unknown_risk
11271,male,61,L,Non_Verified,bicurious,Submisive,Men_and_Women,15,before_1_days,15.10.2012,0,02:03,0,0,0,,unknown_risk
11272,male,52,A,Non_Verified,Homosexual,Submisive,Nobody,15,before_600_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11273,male,35,L,Non_Verified,bisexual,Switch,Men_and_Women,31,before_48_days,15.10.2012,1,00:07,0,0,0,,unknown_risk
11274,female,"53,3",H,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1554_days,15.10.2012,0,00:04,0,0,0,,unknown_risk
11275,male,35,G,Non_Verified,bisexual,Submisive,Nobody,0,before_1212_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11276,male,"47,2",A,Non_Verified,Heterosexual,Dominant,Nobody,42,before_823_days,15.10.2012,20,301:07:00,0,1,0,"642,930,684,849,810,000",unknown_risk
11277,male,"23,3",B,Non_Verified,Heterosexual,Submisive,Women,0,before_1657_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11278,male,53,O,Non_Verified,Heterosexual,Dominant,Nobody,0,before_76_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11279,male,"38,7",M,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1657_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11280,male,"39,5",H,Non_Verified,Heterosexual,Switch,Women,0,before_1657_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11281,female,"22,8",F,Non_Verified,Heterosexual,Submisive,Nobody,0,before_3_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11283,male,"32,1",H,Non_Verified,Heterosexual,Switch,Women,0,before_1569_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11284,male,"48,6",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1639_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11286,male,"22,9",C,Non_Verified,bisexual,Submisive,Nobody,0,before_1656_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11288,male,"53,6",N,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1657_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11289,male,"51,3",L,Non_Verified,bicurious,Submisive,Women,15,before_3_days,15.10.2012,0,00:07,1,0,0,,unknown_risk
1129,male,"37,3",K,Non_Verified,Heterosexual,Dominant,Nobody,15,before_33_days,18.6.2010,0,00:00,0,0,0,,unknown_risk
11290,male,"44,5",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1639_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11291,male,"22,8",G,Non_Verified,bisexual,Submisive,Men_and_Women,15,before_8_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11293,male,"49,4",F,Non_Verified,bisexual,Dominant,Nobody,0,before_1636_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11294,female,"40,8",L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1657_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11295,male,33,A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1657_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
11296,male,"37,7",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1652_days,15.10.2012,0,00:00,0,0,0,,unknown_risk
